codigo_ibge,municipio,uf_sigla,populacao
3542602,Registro,SP,61927
3542701,Restinga,SP,6486
3542800,Ribeira,SP,3158
3542909,Ribeirão Bonito,SP,11040
3543006,Ribeirão Branco,SP,18942
3543105,Ribeirão Corrente,SP,4717
3543204,Ribeirão do Sul,SP,4776
3543238,Ribeirão dos Índios,SP,2040
3543253,Ribeirão Grande,SP,7571
3543303,Ribeirão Pires,SP,118954
3543402,Ribeirão Preto,SP,731639
3543501,Riversul,SP,5628
3543600,Rifaina,SP,4179
3543709,Rincão,SP,9101
3543808,Rinópolis,SP,9334
3543907,Rio Claro,SP,210323
3544004,Rio das Pedras,SP,32329
3544103,Rio Grande da Serra,SP,45324
3544202,Riolândia,SP,10444
3544251,Rosana,SP,17434
3544301,Roseira,SP,11137
3544400,Rubiácea,SP,2740
3544509,Rubinéia,SP,3998
3544608,Sabino,SP,5182
3544707,Sagres,SP,2522
3544806,Sales,SP,6645
3544905,Sales Oliveira,SP,11683
3545001,Salesópolis,SP,15381
3545100,Salmourão,SP,4883
3545159,Saltinho,SP,8407
3545209,Salto,SP,141111
3545308,Salto de Pirapora,SP,45262
3545407,Salto Grande,SP,9221
3545506,Sandovalina,SP,3697
3545605,Santa Adélia,SP,14193
3545704,Santa Albertina,SP,6566
3545803,Santa Bárbara d'Oeste,SP,189456
3546009,Santa Branca,SP,14219
3546108,Santa Clara d'Oeste,SP,2694
3546207,Santa Cruz da Conceição,SP,4375
3546256,Santa Cruz da Esperança,SP,2168
3546306,Santa Cruz das Palmeiras,SP,29489
3546405,Santa Cruz do Rio Pardo,SP,47759
3546504,Santa Ernestina,SP,6274
3546603,Santa Fé do Sul,SP,36288
3546702,Santa Gertrudes,SP,23192
3546801,Santa Isabel,SP,54691
3546900,Santa Lúcia,SP,7144
3547007,Santa Maria da Serra,SP,5308
3547106,Santa Mercedes,SP,3017
3547205,Santana da Ponte Pensa,SP,1699
3547304,Santana de Parnaíba,SP,163787
3547403,Santa Rita d'Oeste,SP,2796
3547502,Santa Rita do Passa Quatro,SP,24996
3547601,Santa Rosa de Viterbo,SP,23710
3547650,Santa Salete,SP,1692
3547700,Santo Anastácio,SP,17960
3547809,Santo André,SP,782048
3547908,Santo Antônio da Alegria,SP,6933
3548005,Santo Antônio de Posse,SP,23867
3548054,Santo Antônio do Aracanguá,SP,8593
3548104,Santo Antônio do Jardim,SP,6243
3548203,Santo Antônio do Pinhal,SP,7314
3548302,Santo Expedito,SP,3069
3548401,Santópolis do Aguapeí,SP,3921
3548500,Santos,SP,429547
3548609,São Bento do Sapucaí,SP,11989
3548708,São Bernardo do Campo,SP,841154
3548807,São Caetano do Sul,SP,172693
3548906,São Carlos,SP,266427
3549003,São Francisco,SP,2623
3549102,São João da Boa Vista,SP,96080
3549201,São João das Duas Pontes,SP,2623
3549250,São João de Iracema,SP,1882
3549300,São João do Pau d'Alho,SP,2293
3549409,São Joaquim da Barra,SP,49885
3549508,São José da Bela Vista,SP,7664
3549607,São José do Barreiro,SP,3888
3549706,São José do Rio Pardo,SP,53427
3549805,São José do Rio Preto,SP,504166
3549904,São José dos Campos,SP,727078
3549953,São Lourenço da Serra,SP,16479
3550001,São Luiz do Paraitinga,SP,10487
3550100,São Manuel,SP,38131
3550209,São Miguel Arcanjo,SP,32924
3550308,São Paulo,SP,11904961
3550407,São Pedro,SP,39855
3550506,São Pedro do Turvo,SP,7333
3550605,São Roque,SP,81366
3550704,São Sebastião,SP,84280
3550803,São Sebastião da Grama,SP,10428
3550902,São Simão,SP,13560
3551009,São Vicente,SP,338326
3551108,Sarapuí,SP,10677
3551207,Sarutaiá,SP,3772
3551306,Sebastianópolis do Sul,SP,3191
3551405,Serra Azul,SP,13108
3551504,Serrana,SP,45580
3551603,Serra Negra,SP,31047
3551702,Sertãozinho,SP,132176
3551801,Sete Barras,SP,12903
3551900,Severínia,SP,14693
3552007,Silveiras,SP,6329
3552106,Socorro,SP,41527
3552205,Sorocaba,SP,762172
3552304,Sud Mennucci,SP,7464
3552403,Sumaré,SP,291116
3552502,Suzano,SP,320261
3552551,Suzanápolis,SP,3465
3552601,Tabapuã,SP,11498
3552700,Tabatinga,SP,14997
3552809,Taboão da Serra,SP,285307
3552908,Taciba,SP,6418
3553005,Taguaí,SP,13068
3553104,Taiaçu,SP,5744
3553203,Taiúva,SP,6770
3553302,Tambaú,SP,21650
3553401,Tanabi,SP,26071
3553500,Tapiraí,SP,8122
3553609,Tapiratiba,SP,11903
3553658,Taquaral,SP,2649
3553708,Taquaritinga,SP,53264
3553807,Taquarituba,SP,24932
3553856,Taquarivaí,SP,7170
3553906,Tarabai,SP,6633
3553955,Tarumã,SP,15315
3554003,Tatuí,SP,129130
3554102,Taubaté,SP,322397
3554201,Tejupá,SP,4119
3554300,Teodoro Sampaio,SP,22598
3554409,Terra Roxa,SP,7965
3554508,Tietê,SP,38723
3554607,Timburi,SP,2484
3554656,Torre de Pedra,SP,2056
3554706,Torrinha,SP,9484
3554755,Trabiju,SP,1724
3554805,Tremembé,SP,53426
3554904,Três Fronteiras,SP,7060
3554953,Tuiuti,SP,6976
3555000,Tupã,SP,65433
3555109,Tupi Paulista,SP,16259
3555208,Turiúba,SP,1835
3555307,Turmalina,SP,1662
3555356,Ubarana,SP,5458
3555406,Ubatuba,SP,97096
3555505,Ubirajara,SP,5289
3555604,Uchoa,SP,10670
3555703,União Paulista,SP,1628
3555802,Urânia,SP,8973
3555901,Uru,SP,1424
3556008,Urupês,SP,14073
3556107,Valentim Gentil,SP,14634
3556206,Valinhos,SP,132258
3556305,Valparaíso,SP,24779
3556354,Vargem,SP,10863
3556404,Vargem Grande do Sul,SP,41256
3556453,Vargem Grande Paulista,SP,52352
3556503,Várzea Paulista,SP,119655
3556602,Vera Cruz,SP,10274
3556701,Vinhedo,SP,79089
3556800,Viradouro,SP,17685
3556909,Vista Alegre do Alto,SP,8368
3556958,Vitória Brasil,SP,1828
3557006,Votorantim,SP,133510
3557105,Votuporanga,SP,100568
3557154,Zacarias,SP,2773
3557204,Chavantes,SP,12415
3557303,Estiva Gerbi,SP,11609
4100103,Abatiá,PR,7233
4100202,Adrianópolis,PR,6319
4100301,Agudos do Sul,PR,10770
4100400,Almirante Tamandaré,PR,125861
4100459,Altamira do Paraná,PR,3496
4100509,Altônia,PR,18634
4100608,Alto Paraná,PR,14183
4100707,Alto Piquiri,PR,9771
4100806,Alvorada do Sul,PR,10481
4100905,Amaporã,PR,4688
4101002,Ampére,PR,20337
4101051,Anahy,PR,2971
4101101,Andirá,PR,19989
4101150,Ângulo,PR,3357
4101200,Antonina,PR,18140
4101309,Antônio Olinto,PR,7048
4101408,Apucarana,PR,134910
4101507,Arapongas,PR,124838
4101606,Arapoti,PR,26325
4101655,Arapuã,PR,3573
4101705,Araruna,PR,14894
4101804,Araucária,PR,162247
4101853,Ariranha do Ivaí,PR,2351
4101903,Assaí,PR,13477
4102000,Assis Chateaubriand,PR,38357
4102109,Astorga,PR,26203
4102208,Atalaia,PR,4046
4102307,Balsa Nova,PR,13867
4102406,Bandeirantes,PR,31747
4102505,Barbosa Ferraz,PR,10580
4102604,Barracão,PR,9903
4102703,Barra do Jacaré,PR,2872
4102752,Bela Vista da Caroba,PR,4122
4102802,Bela Vista do Paraíso,PR,14982
4102901,Bituruna,PR,15650
4103008,Boa Esperança,PR,4595
4103024,Boa Esperança do Iguaçu,PR,2421
4103040,Boa Ventura de São Roque,PR,6241
4103057,Boa Vista da Aparecida,PR,8023
4103107,Bocaiúva do Sul,PR,13405
4103156,Bom Jesus do Sul,PR,4072
4103206,Bom Sucesso,PR,6674
4103222,Bom Sucesso do Sul,PR,3244
4103305,Borrazópolis,PR,7818
4103354,Braganey,PR,4745
4103370,Brasilândia do Sul,PR,3861
4103404,Cafeara,PR,2648
4103453,Cafelândia,PR,20145
4103479,Cafezal do Sul,PR,4580
4103503,Califórnia,PR,8963
4103602,Cambará,PR,23393
4103701,Cambé,PR,110923
4103800,Cambira,PR,10045
4103909,Campina da Lagoa,PR,16014
4103958,Campina do Simão,PR,3954
4104006,Campina Grande do Sul,PR,50600
4104055,Campo Bonito,PR,3997
4104105,Campo do Tenente,PR,7693
4104204,Campo Largo,PR,144504
4104253,Campo Magro,PR,31888
4104303,Campo Mourão,PR,104122
4104402,Cândido de Abreu,PR,15081
4104428,Candói,PR,15174
4104451,Cantagalo,PR,10672
4104501,Capanema,PR,21088
4104600,Capitão Leônidas Marques,PR,14776
4104659,Carambeí,PR,24469
4104709,Carlópolis,PR,17788
4104808,Cascavel,PR,368195
4104907,Castro,PR,75644
4105003,Catanduvas,PR,10621
4105102,Centenário do Sul,PR,10903
4105201,Cerro Azul,PR,16287
4105300,Céu Azul,PR,11255
4105409,Chopinzinho,PR,21604
4105508,Cianorte,PR,82988
4105607,Cidade Gaúcha,PR,11705
4105706,Clevelândia,PR,14833
4105805,Colombo,PR,241672
4105904,Colorado,PR,23313
4106001,Congonhinhas,PR,8445
4106100,Conselheiro Mairinck,PR,3474
4106209,Contenda,PR,20006
4106308,Corbélia,PR,17933
4106407,Cornélio Procópio,PR,45720
4106456,Coronel Domingos Soares,PR,5427
4106506,Coronel Vivida,PR,24010
4106555,Corumbataí do Sul,PR,3770
4106571,Cruzeiro do Iguaçu,PR,4129
4106605,Cruzeiro do Oeste,PR,24859
4106704,Cruzeiro do Sul,PR,4543
4106803,Cruz Machado,PR,15759
4106852,Cruzmaltina,PR,2870
4106902,Curitiba,PR,1830795
4107009,Curiúva,PR,13784
4107108,Diamante do Norte,PR,5139
4107124,Diamante do Sul,PR,3147
4107157,Diamante D'Oeste,PR,4513
4107207,Dois Vizinhos,PR,47589
4107256,Douradina,PR,9631
4107306,Doutor Camargo,PR,6517
4107405,Enéas Marques,PR,6146
4107504,Engenheiro Beltrão,PR,12347
4107520,Esperança Nova,PR,1852
4107538,Entre Rios do Oeste,PR,4770
4107546,Espigão Alto do Iguaçu,PR,4880
4107553,Farol,PR,2994
4107603,Faxinal,PR,16596
4107652,Fazenda Rio Grande,PR,165943
4107702,Fênix,PR,4488
4107736,Fernandes Pinheiro,PR,6400
4107751,Figueira,PR,8129
4107801,Floraí,PR,4805
4107850,Flor da Serra do Sul,PR,4342
4107900,Floresta,PR,11522
4108007,Florestópolis,PR,11653
4108106,Flórida,PR,2711
4108205,Formosa do Oeste,PR,7763
4108304,Foz do Iguaçu,PR,297352
4108320,Francisco Alves,PR,8573
4108403,Francisco Beltrão,PR,102312
4108452,Foz do Jordão,PR,4893
4108502,General Carneiro,PR,10691
4108551,Godoy Moreira,PR,2911
4108601,Goioerê,PR,30025
4108650,Goioxim,PR,6469
4108700,Grandes Rios,PR,5527
4108809,Guaíra,PR,33058
4108908,Guairaçá,PR,6762
4108957,Guamiranga,PR,7916
4109005,Guapirama,PR,4857
4109104,Guaporema,PR,2210
4109203,Guaraci,PR,4743
4109302,Guaraniaçu,PR,13770
4109401,Guarapuava,PR,189630
4109500,Guaraqueçaba,PR,7446
4109609,Guaratuba,PR,44913
4109658,Honório Serpa,PR,4803
4109708,Ibaiti,PR,29464
4109757,Ibema,PR,6343
4109807,Ibiporã,PR,53276
4109906,Icaraíma,PR,9149
4110003,Iguaraçu,PR,5693
4110052,Iguatu,PR,2156
4110078,Imbaú,PR,15068
4110102,Imbituva,PR,30849
4110201,Inácio Martins,PR,9555
4110300,Inajá,PR,2481
4110409,Indianópolis,PR,4544
4110508,Ipiranga,PR,14317
4110607,Iporã,PR,16102
4110656,Iracema do Oeste,PR,2328
4110706,Irati,PR,61004
4110805,Iretama,PR,10832
4110904,Itaguajé,PR,4530
4110953,Itaipulândia,PR,12116
4111001,Itambaracá,PR,5819
4111100,Itambé,PR,6228
4111209,Itapejara d'Oeste,PR,12869
4111258,Itaperuçu,PR,33310
4111308,Itaúna do Sul,PR,3607
4111407,Ivaí,PR,13476
4111506,Ivaiporã,PR,33566
4111555,Ivaté,PR,6788
4111605,Ivatuba,PR,2685
4111704,Jaboti,PR,5655
4111803,Jacarezinho,PR,41493
4111902,Jaguapitã,PR,15908
4112009,Jaguariaíva,PR,36384
4112108,Jandaia do Sul,PR,21930
4112207,Janiópolis,PR,5807
4112306,Japira,PR,5054
4112405,Japurá,PR,9393
4112504,Jardim Alegre,PR,12138
4112603,Jardim Olinda,PR,1349
4112702,Jataizinho,PR,11996
4112751,Jesuítas,PR,10954
4112801,Joaquim Távora,PR,12341
4112900,Jundiaí do Sul,PR,3372
4112959,Juranda,PR,7899
4113007,Jussara,PR,6786
4113106,Kaloré,PR,4666
4113205,Lapa,PR,45878
4113254,Laranjal,PR,5525
4113304,Laranjeiras do Sul,PR,33179
4113403,Leópolis,PR,3725
4113429,Lidianópolis,PR,3987
4113452,Lindoeste,PR,5217
4113502,Loanda,PR,23966
4113601,Lobato,PR,4707
4113700,Londrina,PR,581382
4113734,Luiziana,PR,6659
4113759,Lunardelli,PR,4864
4113809,Lupionópolis,PR,4929
4113908,Mallet,PR,13681
4114005,Mamborê,PR,13551
4114104,Mandaguaçu,PR,34521
4114203,Mandaguari,PR,38313
4114302,Mandirituba,PR,29104
4114351,Manfrinópolis,PR,2790
4114401,Mangueirinha,PR,16737
4114500,Manoel Ribas,PR,14675
4114609,Marechal Cândido Rondon,PR,58734
4114708,Maria Helena,PR,5926
4114807,Marialva,PR,44749
4114906,Marilândia do Sul,PR,8761
4115002,Marilena,PR,7450
4115101,Mariluz,PR,9910
4115200,Maringá,PR,429660
4115309,Mariópolis,PR,6506
4115358,Maripá,PR,6824
4115408,Marmeleiro,PR,16605
4115457,Marquinho,PR,4491
4115507,Marumbi,PR,4780
4115606,Matelândia,PR,19223
4115705,Matinhos,PR,42063
4115739,Mato Rico,PR,3249
4115754,Mauá da Serra,PR,9689
4115804,Medianeira,PR,57910
4115853,Mercedes,PR,6194
4115903,Mirador,PR,2248
4116000,Miraselva,PR,2017
4116059,Missal,PR,11423
4116109,Moreira Sales,PR,9949
4116208,Morretes,PR,19089
4116307,Munhoz de Melo,PR,4057
4116406,Nossa Senhora das Graças,PR,3669
4116505,Nova Aliança do Ivaí,PR,1322
4116604,Nova América da Colina,PR,3286
4116703,Nova Aurora,PR,14331
4116802,Nova Cantu,PR,6739
4116901,Nova Esperança,PR,27142
4116950,Nova Esperança do Sudoeste,PR,5783
4117008,Nova Fátima,PR,7140
4117057,Nova Laranjeiras,PR,12298
4117107,Nova Londrina,PR,13074
4117206,Nova Olímpia,PR,5982
4117214,Nova Santa Bárbara,PR,4308
4117222,Nova Santa Rosa,PR,8581
4117255,Nova Prata do Iguaçu,PR,13340
4117271,Nova Tebas,PR,6852
4117297,Novo Itacolomi,PR,3227
4117305,Ortigueira,PR,24706
4117404,Ourizona,PR,3193
4117453,Ouro Verde do Oeste,PR,7102
4117503,Paiçandu,PR,48695
4117602,Palmas,PR,50238
4117701,Palmeira,PR,34948
4117800,Palmital,PR,12879
4117909,Palotina,PR,37039
4118006,Paraíso do Norte,PR,13728
4118105,Paranacity,PR,9549
4118204,Paranaguá,PR,150104
4118303,Paranapoema,PR,2352
4118402,Paranavaí,PR,96209
4118451,Pato Bragado,PR,6004
4118501,Pato Branco,PR,97821
4118600,Paula Freitas,PR,5706
4118709,Paulo Frontin,PR,6414
4118808,Peabiru,PR,13494
4118857,Perobal,PR,7599
4118907,Pérola,PR,12389
4119004,Pérola d'Oeste,PR,6218
4119103,Piên,PR,14409
4119152,Pinhais,PR,131255
4119202,Pinhalão,PR,6676
4119251,Pinhal de São Bento,PR,2805
4119301,Pinhão,PR,30451
4119400,Piraí do Sul,PR,23977
4119509,Piraquara,PR,127433
4119608,Pitanga,PR,34527
4119657,Pitangueiras,PR,3141
4119707,Planaltina do Paraná,PR,4125
4119806,Planalto,PR,14722
4119905,Ponta Grossa,PR,375632
4119954,Pontal do Paraná,PR,33131
4120002,Porecatu,PR,11271
4120101,Porto Amazonas,PR,4072
4120150,Porto Barreiro,PR,3057
4120200,Porto Rico,PR,3370
4120309,Porto Vitória,PR,3515
4120333,Prado Ferreira,PR,3816
4120358,Pranchita,PR,5831
4120408,Presidente Castelo Branco,PR,4304
4120507,Primeiro de Maio,PR,10064
4120606,Prudentópolis,PR,50946
4120655,Quarto Centenário,PR,4127
4120705,Quatiguá,PR,8426
4120804,Quatro Barras,PR,25397
4120853,Quatro Pontes,PR,4672
4120903,Quedas do Iguaçu,PR,31423
4121000,Querência do Norte,PR,10625
4121109,Quinta do Sol,PR,5052
4121208,Quitandinha,PR,18882
4121257,Ramilândia,PR,4279
4121307,Rancho Alegre,PR,3472
4121356,Rancho Alegre D'Oeste,PR,2623
4121406,Realeza,PR,20097
4121505,Rebouças,PR,14825
4121604,Renascença,PR,6945
4121703,Reserva,PR,24878
4121752,Reserva do Iguaçu,PR,6493
4121802,Ribeirão Claro,PR,12856
4121901,Ribeirão do Pinhal,PR,13158
4122008,Rio Azul,PR,14174
4122107,Rio Bom,PR,3214
4122156,Rio Bonito do Iguaçu,PR,14297
4122172,Rio Branco do Ivaí,PR,3841
4122206,Rio Branco do Sul,PR,40308
4122305,Rio Negro,PR,31951
4122404,Rolândia,PR,75818
4122503,Roncador,PR,11339
4122602,Rondon,PR,9255
4122651,Rosário do Ivaí,PR,5484
4122701,Sabáudia,PR,9511
4122800,Salgado Filho,PR,4090
4122909,Salto do Itararé,PR,5214
4123006,Salto do Lontra,PR,15706
4123105,Santa Amélia,PR,3358
4123204,Santa Cecília do Pavão,PR,3357
4123303,Santa Cruz de Monte Castelo,PR,8840
4123402,Santa Fé,PR,11730
4123501,Santa Helena,PR,26461
4123600,Santa Inês,PR,1745
4123709,Santa Isabel do Ivaí,PR,9043
4123808,Santa Izabel do Oeste,PR,14462
4123824,Santa Lúcia,PR,3638
4123857,Santa Maria do Oeste,PR,9869
4123907,Santa Mariana,PR,10941
4123956,Santa Mônica,PR,3361
4124004,Santana do Itararé,PR,5646
4124020,Santa Tereza do Oeste,PR,13938
4124053,Santa Terezinha de Itaipu,PR,25300
4124103,Santo Antônio da Platina,PR,45628
4124202,Santo Antônio do Caiuá,PR,2474
4124301,Santo Antônio do Paraíso,PR,2088
4124400,Santo Antônio do Sudoeste,PR,24980
4124509,Santo Inácio,PR,6463
4124608,São Carlos do Ivaí,PR,6727
4124707,São Jerônimo da Serra,PR,10884
4124806,São João,PR,12297
4124905,São João do Caiuá,PR,5607
4125001,São João do Ivaí,PR,10639
4125100,São João do Triunfo,PR,13899
4125209,São Jorge d'Oeste,PR,9587
4125308,São Jorge do Ivaí,PR,5170
4125357,São Jorge do Patrocínio,PR,6690
4125407,São José da Boa Vista,PR,6023
4125456,São José das Palmeiras,PR,4031
4125506,São José dos Pinhais,PR,349880
4125555,São Manoel do Paraná,PR,2176
4125605,São Mateus do Sul,PR,43490
4125704,São Miguel do Iguaçu,PR,30416
4125753,São Pedro do Iguaçu,PR,5730
4125803,São Pedro do Ivaí,PR,8514
4125902,São Pedro do Paraná,PR,2726
4126009,São Sebastião da Amoreira,PR,8063
4126108,São Tomé,PR,5282
4126207,Sapopema,PR,6778
4126256,Sarandi,PR,128106
4126272,Saudade do Iguaçu,PR,6413
4126306,Sengés,PR,17256
4126355,Serranópolis do Iguaçu,PR,5161
4126405,Sertaneja,PR,5654
4126504,Sertanópolis,PR,16210
4126603,Siqueira Campos,PR,24031
4126652,Sulina,PR,3498
4126678,Tamarana,PR,10540
4126702,Tamboara,PR,4986
4126801,Tapejara,PR,16326
4126900,Tapira,PR,5807
4127007,Teixeira Soares,PR,9540
4127106,Telêmaco Borba,PR,77479
4127205,Terra Boa,PR,18168
4127304,Terra Rica,PR,14961
4127403,Terra Roxa,PR,18636
4127502,Tibagi,PR,20374
4127601,Tijucas do Sul,PR,18458
4127700,Toledo,PR,160701
4127809,Tomazina,PR,8523
4127858,Três Barras do Paraná,PR,11157
4127882,Tunas do Paraná,PR,6304
4127908,Tuneiras do Oeste,PR,8067
4127957,Tupãssi,PR,8208
4127965,Turvo,PR,14101
4128005,Ubiratã,PR,25732
4128104,Umuarama,PR,123059
4128203,União da Vitória,PR,56560
4128302,Uniflor,PR,2106
4128401,Uraí,PR,10308
4128500,Wenceslau Braz,PR,19398
4128534,Ventania,PR,9760
4128559,Vera Cruz do Oeste,PR,8178
4128609,Verê,PR,8077
4128625,Alto Paraíso,PR,3067
4128633,Doutor Ulysses,PR,5744
4128658,Virmond,PR,3828
4128708,Vitorino,PR,10549
4128807,Xambrê,PR,5835
4200051,Abdon Batista,SC,2629
4200101,Abelardo Luz,SC,17767
4200200,Agrolândia,SC,11646
4200309,Agronômica,SC,6511
4200408,Água Doce,SC,6587
4200507,Águas de Chapecó,SC,6123
4200556,Águas Frias,SC,3000
4200606,Águas Mornas,SC,7193
4200705,Alfredo Wagner,SC,10963
4200754,Alto Bela Vista,SC,1847
4200804,Anchieta,SC,5955
4200903,Angelina,SC,5484
4201000,Anita Garibaldi,SC,8339
4201109,Anitápolis,SC,3761
4201208,Antônio Carlos,SC,12464
4201257,Apiúna,SC,10041
4201273,Arabutã,SC,4505
4201307,Araquari,SC,52079
4201406,Araranguá,SC,76611
4201505,Armazém,SC,9289
4201604,Arroio Trinta,SC,3634
4201653,Arvoredo,SC,2623
4201703,Ascurra,SC,8720
4201802,Atalanta,SC,3265
4201901,Aurora,SC,7241
4201950,Balneário Arroio do Silva,SC,17786
4202008,Balneário Camboriú,SC,151674
4202057,Balneário Barra do Sul,SC,16953
4202073,Balneário Gaivota,SC,17986
4202081,Bandeirante,SC,3265
4202099,Barra Bonita,SC,1642
4202107,Barra Velha,SC,52860
4202131,Bela Vista do Toldo,SC,5939
4202156,Belmonte,SC,2712
4202206,Benedito Novo,SC,10757
4202305,Biguaçu,SC,83756
4202404,Blumenau,SC,385558
4202438,Bocaina do Sul,SC,3639
4202453,Bombinhas,SC,28738
4202503,Bom Jardim da Serra,SC,3995
4202537,Bom Jesus,SC,2896
4202578,Bom Jesus do Oeste,SC,2240
4202602,Bom Retiro,SC,8422
4202701,Botuverá,SC,5705
4202800,Braço do Norte,SC,35985
4202859,Braço do Trombudo,SC,4256
4202875,Brunópolis,SC,2433
4202909,Brusque,SC,155307
4203006,Caçador,SC,76298
4203105,Caibi,SC,6441
4203154,Calmon,SC,3519
4203204,Camboriú,SC,117324
4203253,Capão Alto,SC,2636
4203303,Campo Alegre,SC,12886
4203402,Campo Belo do Sul,SC,7324
4203501,Campo Erê,SC,9864
4203600,Campos Novos,SC,39049
4203709,Canelinha,SC,13618
4203808,Canoinhas,SC,56948
4203907,Capinzal,SC,24414
4203956,Capivari de Baixo,SC,25015
4204004,Catanduvas,SC,11033
4204103,Caxambu do Sul,SC,4752
4204152,Celso Ramos,SC,2864
4204178,Cerro Negro,SC,3303
4204194,Chapadão do Lageado,SC,3053
4204202,Chapecó,SC,282648
4204251,Cocal do Sul,SC,18106
4204301,Concórdia,SC,87206
4204350,Cordilheira Alta,SC,5192
4204400,Coronel Freitas,SC,10604
4204459,Coronel Martins,SC,1993
4204509,Corupá,SC,15912
4204558,Correia Pinto,SC,16253
4204608,Criciúma,SC,227438
4204707,Cunha Porã,SC,11242
4204756,Cunhataí,SC,2026
4204806,Curitibanos,SC,41741
4204905,Descanso,SC,8652
4205001,Dionísio Cerqueira,SC,15316
4205100,Dona Emma,SC,4435
4205159,Doutor Pedrinho,SC,3729
4205175,Entre Rios,SC,3561
4205191,Ermo,SC,2354
4205209,Erval Velho,SC,5137
4205308,Faxinal dos Guedes,SC,11537
4205357,Flor do Sertão,SC,1868
4205407,Florianópolis,SC,587486
4205431,Formosa do Sul,SC,2752
4205456,Forquilhinha,SC,34771
4205506,Fraiburgo,SC,34065
4205555,Frei Rogério,SC,2437
4205605,Galvão,SC,3168
4205704,Garopaba,SC,34070
4205803,Garuva,SC,19970
4205902,Gaspar,SC,78344
4206009,Governador Celso Ramos,SC,18280
4206108,Grão-Pará,SC,6403
4206207,Gravatal,SC,13158
4206306,Guabiruba,SC,26645
4206405,Guaraciaba,SC,11071
4206504,Guaramirim,SC,51009
4206603,Guarujá do Sul,SC,4893
4206652,Guatambú,SC,9611
4206702,Herval d'Oeste,SC,22222
4206751,Ibiam,SC,2061
4206801,Ibicaré,SC,3295
4206900,Ibirama,SC,20900
4207007,Içara,SC,63489
4207106,Ilhota,SC,18627
4207205,Imaruí,SC,12150
4207304,Imbituba,SC,57256
4207403,Imbuia,SC,6166
4207502,Indaial,SC,77888
4207577,Iomerê,SC,2967
4207601,Ipira,SC,4622
4207650,Iporã do Oeste,SC,9759
4207684,Ipuaçu,SC,8133
4207700,Ipumirim,SC,8121
4207759,Iraceminha,SC,3981
4207809,Irani,SC,10560
4207858,Irati,SC,2098
4207908,Irineópolis,SC,10427
4208005,Itá,SC,7370
4208104,Itaiópolis,SC,22906
4208203,Itajaí,SC,294850
4208302,Itapema,SC,86116
4208401,Itapiranga,SC,17268
4208450,Itapoá,SC,36033
4208500,Ituporanga,SC,28461
4208609,Jaborá,SC,4461
4208708,Jacinto Machado,SC,10818
4208807,Jaguaruna,SC,21570
4208906,Jaraguá do Sul,SC,199519
4208955,Jardinópolis,SC,1810
4209003,Joaçaba,SC,31809
4209102,Joinville,SC,664541
4209151,José Boiteux,SC,6415
4209177,Jupiá,SC,2713
4209201,Lacerdópolis,SC,2302
4209300,Lages,SC,172458
4209409,Laguna,SC,44060
4209458,Lajeado Grande,SC,1791
4209508,Laurentino,SC,8605
4209607,Lauro Müller,SC,14628
4209706,Lebon Régis,SC,11575
4209805,Leoberto Leal,SC,3379
4209854,Lindóia do Sul,SC,4604
4209904,Lontras,SC,13829
4210001,Luiz Alves,SC,12246
4210035,Luzerna,SC,5951
4210050,Macieira,SC,1796
4210100,Mafra,SC,57262
4210209,Major Gercino,SC,3253
4210308,Major Vieira,SC,7543
4210407,Maracajá,SC,8344
4210506,Maravilha,SC,30743
4210555,Marema,SC,2218
4210605,Massaranduba,SC,18122
4210704,Matos Costa,SC,2789
4210803,Meleiro,SC,7128
4210852,Mirim Doce,SC,2554
4210902,Modelo,SC,4159
4211009,Mondaí,SC,10206
4211058,Monte Carlo,SC,9218
4211108,Monte Castelo,SC,7747
4211207,Morro da Fumaça,SC,19490
4211256,Morro Grande,SC,3097
4211306,Navegantes,SC,96046
4211405,Nova Erechim,SC,5490
4211454,Nova Itaberaba,SC,4672
4211504,Nova Trento,SC,14395
4211603,Nova Veneza,SC,14004
4211652,Novo Horizonte,SC,2661
4211702,Orleans,SC,24686
4211751,Otacílio Costa,SC,17873
4211801,Ouro,SC,7062
4211850,Ouro Verde,SC,2195
4211876,Paial,SC,2007
4211892,Painel,SC,2216
4211900,Palhoça,SC,253469
4212007,Palma Sola,SC,7696
4212056,Palmeira,SC,2658
4212106,Palmitos,SC,15781
4212205,Papanduva,SC,19769
4212239,Paraíso,SC,4394
4212254,Passo de Torres,SC,14859
4212270,Passos Maia,SC,3997
4212304,Paulo Lopes,SC,9879
4212403,Pedras Grandes,SC,4355
4212502,Penha,SC,36995
4212601,Peritiba,SC,3040
4212650,Pescaria Brava,SC,10615
4212700,Petrolândia,SC,6996
4212809,Balneário Piçarras,SC,30593
4212908,Pinhalzinho,SC,23897
4213005,Pinheiro Preto,SC,3631
4213104,Piratuba,SC,6144
4213153,Planalto Alegre,SC,3081
4213203,Pomerode,SC,37003
4213302,Ponte Alta,SC,4390
4213351,Ponte Alta do Norte,SC,3241
4213401,Ponte Serrada,SC,10732
4213500,Porto Belo,SC,31557
4213609,Porto União,SC,33694
4213708,Pouso Redondo,SC,18051
4213807,Praia Grande,SC,8696
4213906,Presidente Castello Branco,SC,1707
4214003,Presidente Getúlio,SC,21764
4214102,Presidente Nereu,SC,2347
4214151,Princesa,SC,3073
4214201,Quilombo,SC,11433
